,results
4,"{'layerName': 'Unfälle mit Fahrradbeteiligung', 'featureId': '1D03891D4AC80170E0530A83942729EB', 'geometry': {'points': [[613429.9998974777, 265510.9997084269]], 'spatialReference': {'wkid': 21781}}, 'bbox': [613429.9998974777, 265510.9997084269, 613429.9998974777, 265510.9997084269], 'attributes': {'accidentday_fr': 'dimanche / 13h-14h / juillet 2015', 'severitycategorycode': 'ULV', 'roadtype_de': 'Hauptstrasse', 'roadtype_fr': 'route principale', 'roadtype_it': 'Strada principale', 'severitycategory_it': 'Incidente con feriti leggeri', 'accidentday_de': 'Sonntag / 13h-14h / Juli 2015', 'accidentday_it': 'Domenica / 13h-14h / Luglio 2015', 'accidentyear': 2015, 'label': 'Fussgängerunfall', 'severitycategory_de': 'Unfall mit Leichtverletzten', 'canton': 'BS', 'accidenttypecode': 8, 'accidenttype_fr': 'accident impliquant des piétons', 'accidenttype_de': 'Fussgängerunfall', 'accidenttype_it': 'Incidente con pedoni', 'fsocommunecode': '2701', 'roadtypecode': 432, 'severitycategory_fr': 'accident avec blessés légers'}, 'layerBodId': 'ch.astra.unfaelle-personenschaeden_fahrraeder', 'id': '1D03891D4AC80170E0530A83942729EB'}"
5,"{'layerName': 'Unfälle mit Fahrradbeteiligung', 'featureId': 'E08B7312133001D6E0430A83942701E2', 'geometry': {'points': [[613568.0013420122, 265774.0007245176]], 'spatialReference': {'wkid': 21781}}, 'bbox': [613568.0013420122, 265774.0007245176, 613568.0013420122, 265774.0007245176], 'attributes': {'accidentday_fr': 'lundi / 08h-09h / mai 2013', 'severitycategorycode': 'USV', 'roadtype_de': 'andere', 'roadtype_fr': 'autre', 'roadtype_it': 'Altro', 'severitycategory_it': 'Incidente con feriti gravi', 'accidentday_de': 'Montag / 08h-09h / Mai 2013', 'accidentday_it': 'Lunedí / 08h-09h / Maggio 2013', 'accidentyear': 2013, 'label': 'Frontalkollision', 'severitycategory_de': 'Unfall mit Schwerverletzten', 'canton': 'BS', 'accidenttypecode': 6, 'accidenttype_fr': 'collision frontale', 'accidenttype_de': 'Frontalkollision', 'accidenttype_it': 'Collisione frontale', 'fsocommunecode': '2701', 'roadtypecode': 439, 'severitycategory_fr': 'accident avec blessés graves'}, 'layerBodId': 'ch.astra.unfaelle-personenschaeden_fahrraeder', 'id': 'E08B7312133001D6E0430A83942701E2'}"
6,"{'layerName': 'Unfälle mit Fahrradbeteiligung', 'featureId': 'ABB5227E7D4001B0E0430A83942701B0', 'geometry': {'points': [[613436.000003763, 265518.99981481046]], 'spatialReference': {'wkid': 21781}}, 'bbox': [613436.000003763, 265518.99981481046, 613436.000003763, 265518.99981481046], 'attributes': {'accidentday_fr': 'mercredi / 13h-14h / août 2011', 'severitycategorycode': 'USV', 'roadtype_de': 'Nebenstrasse', 'roadtype_fr': 'route secondaire', 'roadtype_it': 'Strada secondaria', 'severitycategory_it': 'Incidente con feriti gravi', 'accidentday_de': 'Mittwoch / 13h-14h / August 2011', 'accidentday_it': 'Mercoledì / 13h-14h / Agosto 2011', 'accidentyear': 2011, 'label': 'Einbiegeunfall', 'severitycategory_de': 'Unfall mit Schwerverletzten', 'canton': 'BS', 'accidenttypecode': 4, 'accidenttype_fr': ""accident en s'engageant sur une route"", 'accidenttype_de': 'Einbiegeunfall', 'accidenttype_it': 'Incidente nell’immettersi in una strada', 'fsocommunecode': '2701', 'roadtypecode': 433, 'severitycategory_fr': 'accident avec blessés graves'}, 'layerBodId': 'ch.astra.unfaelle-personenschaeden_fahrraeder', 'id': 'ABB5227E7D4001B0E0430A83942701B0'}"
0,"{'layerName': 'Unfälle mit Fahrradbeteiligung', 'featureId': '5CFE0018F54300A8E0530A839427169B', 'geometry': {'points': [[613018.9987439729, 265904.99848953943]], 'spatialReference': {'wkid': 21781}}, 'bbox': [613018.9987439729, 265904.99848953943, 613018.9987439729, 265904.99848953943], 'attributes': {'accidentday_fr': 'jeudi / 09h-10h / octobre 2017', 'severitycategorycode': 'USV', 'roadtype_de': 'Nebenstrasse', 'roadtype_fr': 'route secondaire', 'roadtype_it': 'Strada secondaria', 'severitycategory_it': 'Incidente con feriti gravi', 'accidentday_de': 'Donnerstag / 09h-10h / Oktober 2017', 'accidentday_it': 'Giovedì / 09h-10h / Ottobre 2017', 'accidentyear': 2017, 'label': 'Überholunfall oder Fahrstreifenwechsel', 'severitycategory_de': 'Unfall mit Schwerverletzten', 'canton': 'BS', 'accidenttypecode': 1, 'accidenttype_fr': ""accident lors d'un dépassement ou lors d'un changement de voie de circulation"", 'accidenttype_de': 'Überholunfall oder Fahrstreifenwechsel', 'accidenttype_it': 'Incidente di sorpasso o al cambiamento di corsia', 'fsocommunecode': '2701', 'roadtypecode': 433, 'severitycategory_fr': 'accident avec blessés graves'}, 'layerBodId': 'ch.astra.unfaelle-personenschaeden_fahrraeder', 'id': '5CFE0018F54300A8E0530A839427169B'}"
1,"{'layerName': 'Unfälle mit Fahrradbeteiligung', 'featureId': '345B05B9686C006CE0530A8394279F8D', 'geometry': {'points': [[613579.002612818, 266020.0016326275]], 'spatialReference': {'wkid': 21781}}, 'bbox': [613579.002612818, 266020.0016326275, 613579.002612818, 266020.0016326275], 'attributes': {'accidentday_fr': 'mardi / 17h-18h / mai 2016', 'severitycategorycode': 'ULV', 'roadtype_de': 'Hauptstrasse', 'roadtype_fr': 'route principale', 'roadtype_it': 'Strada principale', 'severitycategory_it': 'Incidente con feriti leggeri', 'accidentday_de': 'Dienstag / 17h-18h / Mai 2016', 'accidentday_it': 'Martedì / 17h-18h / Maggio 2016', 'accidentyear': 2016, 'label': 'Einbiegeunfall', 'severitycategory_de': 'Unfall mit Leichtverletzten', 'canton': 'BS', 'accidenttypecode': 4, 'accidenttype_fr': ""accident en s'engageant sur une route"", 'accidenttype_de': 'Einbiegeunfall', 'accidenttype_it': 'Incidente nell’immettersi in una strada', 'fsocommunecode': '2701', 'roadtypecode': 432, 'severitycategory_fr': 'accident avec blessés légers'}, 'layerBodId': 'ch.astra.unfaelle-personenschaeden_fahrraeder', 'id': '345B05B9686C006CE0530A8394279F8D'}"
2,"{'layerName': 'Unfälle mit Fahrradbeteiligung', 'featureId': '26FE365E982F01B4E0530A8394279A64', 'geometry': {'points': [[613550.0042031828, 266310.0025234144]], 'spatialReference': {'wkid': 21781}}, 'bbox': [613550.0042031828, 266310.0025234144, 613550.0042031828, 266310.0025234144], 'attributes': {'accidentday_fr': 'mercredi / 17h-18h / décembre 2015', 'severitycategorycode': 'ULV', 'roadtype_de': 'Nebenstrasse', 'roadtype_fr': 'route secondaire', 'roadtype_it': 'Strada secondaria', 'severitycategory_it': 'Incidente con feriti leggeri', 'accidentday_de': 'Mittwoch / 17h-18h / Dezember 2015', 'accidentday_it': 'Mercoledì / 17h-18h / Dicembre 2015', 'accidentyear': 2015, 'label': 'Abbiegeunfall', 'severitycategory_de': 'Unfall mit Leichtverletzten', 'canton': 'BS', 'accidenttypecode': 3, 'accidenttype_fr': 'accident en quittant une route', 'accidenttype_de': 'Abbiegeunfall', 'accidenttype_it': 'Incidente nello svoltare', 'fsocommunecode': '2701', 'roadtypecode': 433, 'severitycategory_fr': 'accident avec blessés légers'}, 'layerBodId': 'ch.astra.unfaelle-personenschaeden_fahrraeder', 'id': '26FE365E982F01B4E0530A8394279A64'}"
3,"{'layerName': 'Unfälle mit Fahrradbeteiligung', 'featureId': '1B0E6D35A60A00FAE0530A839427BAF7', 'geometry': {'points': [[613398.0025785058, 266032.0009135772]], 'spatialReference': {'wkid': 21781}}, 'bbox': [613398.0025785058, 266032.0009135772, 613398.0025785058, 266032.0009135772], 'attributes': {'accidentday_fr': 'mercredi / 08h-09h / juin 2015', 'severitycategorycode': 'USV', 'roadtype_de': 'Nebenstrasse', 'roadtype_fr': 'route secondaire', 'roadtype_it': 'Strada secondaria', 'severitycategory_it': 'Incidente con feriti gravi', 'accidentday_de': 'Mittwoch / 08h-09h / Juni 2015', 'accidentday_it': 'Mercoledì / 08h-09h / Giugno 2015', 'accidentyear': 2015, 'label': 'Schleuder- oder Selbstunfall', 'severitycategory_de': 'Unfall mit Schwerverletzten', 'canton': 'BS', 'accidenttypecode': 0, 'accidenttype_fr': 'dérapage ou perte de maîtrise', 'accidenttype_de': 'Schleuder- oder Selbstunfall', 'accidenttype_it': 'Incidente di sbandamento o per colpa propria', 'fsocommunecode': '2701', 'roadtypecode': 433, 'severitycategory_fr': 'accident avec blessés graves'}, 'layerBodId': 'ch.astra.unfaelle-personenschaeden_fahrraeder', 'id': '1B0E6D35A60A00FAE0530A839427BAF7'}"
4,"{'layerName': 'Unfälle mit Fahrradbeteiligung', 'featureId': 'A39FA77B35C4901CE0430A865E33901C', 'geometry': {'points': [[613549.0042139959, 266320.0025396041]], 'spatialReference': {'wkid': 21781}}, 'bbox': [613549.0042139959, 266320.0025396041, 613549.0042139959, 266320.0025396041], 'attributes': {'accidentday_fr': 'lundi / 06h-07h / mai 2011', 'severitycategorycode': 'ULV', 'roadtype_de': 'Nebenstrasse', 'roadtype_fr': 'route secondaire', 'roadtype_it': 'Strada secondaria', 'severitycategory_it': 'Incidente con feriti leggeri', 'accidentday_de': 'Montag / 06h-07h / Mai 2011', 'accidentday_it': 'Lunedí / 06h-07h / Maggio 2011', 'accidentyear': 2011, 'label': 'Einbiegeunfall', 'severitycategory_de': 'Unfall mit Leichtverletzten', 'canton': 'BS', 'accidenttypecode': 4, 'accidenttype_fr': ""accident en s'engageant sur une route"", 'accidenttype_de': 'Einbiegeunfall', 'accidenttype_it': 'Incidente nell’immettersi in una strada', 'fsocommunecode': '2701', 'roadtypecode': 433, 'severitycategory_fr': 'accident avec blessés légers'}, 'layerBodId': 'ch.astra.unfaelle-personenschaeden_fahrraeder', 'id': 'A39FA77B35C4901CE0430A865E33901C'}"
0,"{'layerName': 'Unfälle mit Fahrradbeteiligung', 'featureId': '3D5263DDDEF501C4E0530A8394270AAF', 'geometry': {'points': [[613349.999230888, 266923.99973366456]], 'spatialReference': {'wkid': 21781}}, 'bbox': [613349.999230888, 266923.99973366456, 613349.999230888, 266923.99973366456], 'attributes': {'accidentday_fr': 'vendredi / 18h-19h / septembre 2016', 'severitycategorycode': 'ULV', 'roadtype_de': 'Nebenstrasse', 'roadtype_fr': 'route secondaire', 'roadtype_it': 'Strada secondaria', 'severitycategory_it': 'Incidente con feriti leggeri', 'accidentday_de': 'Freitag / 18h-19h / September 2016', 'accidentday_it': 'Venerdì / 18h-19h / Settembre 2016', 'accidentyear': 2016, 'label': 'Parkierunfall', 'severitycategory_de': 'Unfall mit Leichtverletzten', 'canton': 'BS', 'accidenttypecode': 7, 'accidenttype_fr': 'accident en parquant', 'accidenttype_de': 'Parkierunfall', 'accidenttype_it': 'Incidente nel parcheggiare', 'fsocommunecode': '2701', 'roadtypecode': 433, 'severitycategory_fr': 'accident avec blessés légers'}, 'layerBodId': 'ch.astra.unfaelle-personenschaeden_fahrraeder', 'id': '3D5263DDDEF501C4E0530A8394270AAF'}"
1,"{'layerName': 'Unfälle mit Fahrradbeteiligung', 'featureId': '1D94727737D5011EE0530A8394274A30', 'geometry': {'points': [[613570.0031893671, 266801.00095055427]], 'spatialReference': {'wkid': 21781}}, 'bbox': [613570.0031893671, 266801.00095055427, 613570.0031893671, 266801.00095055427], 'attributes': {'accidentday_fr': 'jeudi / 16h-17h / juillet 2015', 'severitycategorycode': 'USV', 'roadtype_de': 'Hauptstrasse', 'roadtype_fr': 'route principale', 'roadtype_it': 'Strada principale', 'severitycategory_it': 'Incidente con feriti gravi', 'accidentday_de': 'Donnerstag / 16h-17h / Juli 2015', 'accidentday_it': 'Giovedì / 16h-17h / Luglio 2015', 'accidentyear': 2015, 'label': 'Schleuder- oder Selbstunfall', 'severitycategory_de': 'Unfall mit Schwerverletzten', 'canton': 'BS', 'accidenttypecode': 0, 'accidenttype_fr': 'dérapage ou perte de maîtrise', 'accidenttype_de': 'Schleuder- oder Selbstunfall', 'accidenttype_it': 'Incidente di sbandamento o per colpa propria', 'fsocommunecode': '2701', 'roadtypecode': 432, 'severitycategory_fr': 'accident avec blessés graves'}, 'layerBodId': 'ch.astra.unfaelle-personenschaeden_fahrraeder', 'id': '1D94727737D5011EE0530A8394274A30'}"
2,"{'layerName': 'Unfälle mit Fahrradbeteiligung', 'featureId': 'E1C6C9D1A5C50158E0430A8394273731', 'geometry': {'points': [[613387.0001580179, 266559.000014361]], 'spatialReference': {'wkid': 21781}}, 'bbox': [613387.0001580179, 266559.000014361, 613387.0001580179, 266559.000014361], 'attributes': {'accidentday_fr': 'mardi / 06h-07h / juillet 2013', 'severitycategorycode': 'USV', 'roadtype_de': 'Nebenstrasse', 'roadtype_fr': 'route secondaire', 'roadtype_it': 'Strada secondaria', 'severitycategory_it': 'Incidente con feriti gravi', 'accidentday_de': 'Dienstag / 06h-07h / Juli 2013', 'accidentday_it': 'Martedì / 06h-07h / Luglio 2013', 'accidentyear': 2013, 'label': 'Abbiegeunfall', 'severitycategory_de': 'Unfall mit Schwerverletzten', 'canton': 'BS', 'accidenttypecode': 3, 'accidenttype_fr': 'accident en quittant une route', 'accidenttype_de': 'Abbiegeunfall', 'accidenttype_it': 'Incidente nello svoltare', 'fsocommunecode': '2701', 'roadtypecode': 433, 'severitycategory_fr': 'accident avec blessés graves'}, 'layerBodId': 'ch.astra.unfaelle-personenschaeden_fahrraeder', 'id': 'E1C6C9D1A5C50158E0430A8394273731'}"
0,"{'layerName': 'Unfälle mit Fahrradbeteiligung', 'featureId': '61F1010DDB600000E0530A83942760D3', 'geometry': {'points': [[613383.9999165874, 267212.999916503]], 'spatialReference': {'wkid': 21781}}, 'bbox': [613383.9999165874, 267212.999916503, 613383.9999165874, 267212.999916503], 'attributes': {'accidentday_fr': 'lundi / 22h-23h / octobre 2017', 'severitycategorycode': 'USV', 'roadtype_de': 'Nebenstrasse', 'roadtype_fr': 'route secondaire', 'roadtype_it': 'Strada secondaria', 'severitycategory_it': 'Incidente con feriti gravi', 'accidentday_de': 'Montag / 22h-23h / Oktober 2017', 'accidentday_it': 'Lunedí / 22h-23h / Ottobre 2017', 'accidentyear': 2017, 'label': 'Einbiegeunfall', 'severitycategory_de': 'Unfall mit Schwerverletzten', 'canton': 'BS', 'accidenttypecode': 4, 'accidenttype_fr': ""accident en s'engageant sur une route"", 'accidenttype_de': 'Einbiegeunfall', 'accidenttype_it': 'Incidente nell’immettersi in una strada', 'fsocommunecode': '2701', 'roadtypecode': 433, 'severitycategory_fr': 'accident avec blessés graves'}, 'layerBodId': 'ch.astra.unfaelle-personenschaeden_fahrraeder', 'id': '61F1010DDB600000E0530A83942760D3'}"
1,"{'layerName': 'Unfälle mit Fahrradbeteiligung', 'featureId': '577EB0F17D2E01C2E0530A839427E1B4', 'geometry': {'points': [[613349.9990335638, 267018.99968675594]], 'spatialReference': {'wkid': 21781}}, 'bbox': [613349.9990335638, 267018.99968675594, 613349.9990335638, 267018.99968675594], 'attributes': {'accidentday_fr': 'dimanche / 04h-05h / août 2017', 'severitycategorycode': 'USV', 'roadtype_de': 'Nebenstrasse', 'roadtype_fr': 'route secondaire', 'roadtype_it': 'Strada secondaria', 'severitycategory_it': 'Incidente con feriti gravi', 'accidentday_de': 'Sonntag / 04h-05h / August 2017', 'accidentday_it': 'Domenica / 04h-05h / Agosto 2017', 'accidentyear': 2017, 'label': 'Schleuder- oder Selbstunfall', 'severitycategory_de': 'Unfall mit Schwerverletzten', 'canton': 'BS', 'accidenttypecode': 0, 'accidenttype_fr': 'dérapage ou perte de maîtrise', 'accidenttype_de': 'Schleuder- oder Selbstunfall', 'accidenttype_it': 'Incidente di sbandamento o per colpa propria', 'fsocommunecode': '2701', 'roadtypecode': 433, 'severitycategory_fr': 'accident avec blessés graves'}, 'layerBodId': 'ch.astra.unfaelle-personenschaeden_fahrraeder', 'id': '577EB0F17D2E01C2E0530A839427E1B4'}"
2,"{'layerName': 'Unfälle mit Fahrradbeteiligung', 'featureId': '5628E02B870A0032E0530A839427AD7F', 'geometry': {'points': [[613388.9998712051, 267185.99991092604]], 'spatialReference': {'wkid': 21781}}, 'bbox': [613388.9998712051, 267185.99991092604, 613388.9998712051, 267185.99991092604], 'attributes': {'accidentday_fr': 'lundi / 16h-17h / juillet 2017', 'severitycategorycode': 'ULV', 'roadtype_de': 'Nebenstrasse', 'roadtype_fr': 'route secondaire', 'roadtype_it': 'Strada secondaria', 'severitycategory_it': 'Incidente con feriti leggeri', 'accidentday_de': 'Montag / 16h-17h / Juli 2017', 'accidentday_it': 'Lunedí / 16h-17h / Luglio 2017', 'accidentyear': 2017, 'label': 'Überqueren der Fahrbahn', 'severitycategory_de': 'Unfall mit Leichtverletzten', 'canton': 'BS', 'accidenttypecode': 5, 'accidenttype_fr': 'accident en traversant une route', 'accidenttype_de': 'Überqueren der Fahrbahn', 'accidenttype_it': ""Incidente nell'attraversare la carreggiata"", 'fsocommunecode': '2701', 'roadtypecode': 433, 'severitycategory_fr': 'accident avec blessés légers'}, 'layerBodId': 'ch.astra.unfaelle-personenschaeden_fahrraeder', 'id': '5628E02B870A0032E0530A839427AD7F'}"
3,"{'layerName': 'Unfälle mit Fahrradbeteiligung', 'featureId': '4C7B5A3BF6470188E0530A83942761D3', 'geometry': {'points': [[613529.0020835166, 267155.0005405181]], 'spatialReference': {'wkid': 21781}}, 'bbox': [613529.0020835166, 267155.0005405181, 613529.0020835166, 267155.0005405181], 'attributes': {'accidentday_fr': 'jeudi / 16h-17h / mars 2017', 'severitycategorycode': 'ULV', 'roadtype_de': 'Hauptstrasse', 'roadtype_fr': 'route principale', 'roadtype_it': 'Strada principale', 'severitycategory_it': 'Incidente con feriti leggeri', 'accidentday_de': 'Donnerstag / 16h-17h / März 2017', 'accidentday_it': 'Giovedì / 16h-17h / Marzo 2017', 'accidentyear': 2017, 'label': 'Abbiegeunfall', 'severitycategory_de': 'Unfall mit Leichtverletzten', 'canton': 'BL', 'accidenttypecode': 3, 'accidenttype_fr': 'accident en quittant une route', 'accidenttype_de': 'Abbiegeunfall', 'accidenttype_it': 'Incidente nello svoltare', 'fsocommunecode': '2766', 'roadtypecode': 432, 'severitycategory_fr': 'accident avec blessés légers'}, 'layerBodId': 'ch.astra.unfaelle-personenschaeden_fahrraeder', 'id': '4C7B5A3BF6470188E0530A83942761D3'}"
4,"{'layerName': 'Unfälle mit Fahrradbeteiligung', 'featureId': '41CF5B88248E027CE0530A839427D844', 'geometry': {'points': [[613318.9989842927, 267235.9996669838]], 'spatialReference': {'wkid': 21781}}, 'bbox': [613318.9989842927, 267235.9996669838, 613318.9989842927, 267235.9996669838], 'attributes': {'accidentday_fr': 'jeudi / 20h-21h / octobre 2016', 'severitycategorycode': 'ULV', 'roadtype_de': 'Nebenstrasse', 'roadtype_fr': 'route secondaire', 'roadtype_it': 'Strada secondaria', 'severitycategory_it': 'Incidente con feriti leggeri', 'accidentday_de': 'Donnerstag / 20h-21h / Oktober 2016', 'accidentday_it': 'Giovedì / 20h-21h / Ottobre 2016', 'accidentyear': 2016, 'label': 'Überqueren der Fahrbahn', 'severitycategory_de': 'Unfall mit Leichtverletzten', 'canton': 'BS', 'accidenttypecode': 5, 'accidenttype_fr': 'accident en traversant une route', 'accidenttype_de': 'Überqueren der Fahrbahn', 'accidenttype_it': ""Incidente nell'attraversare la carreggiata"", 'fsocommunecode': '2701', 'roadtypecode': 433, 'severitycategory_fr': 'accident avec blessés légers'}, 'layerBodId': 'ch.astra.unfaelle-personenschaeden_fahrraeder', 'id': '41CF5B88248E027CE0530A839427D844'}"
5,"{'layerName': 'Unfälle mit Fahrradbeteiligung', 'featureId': '39B9F3E73509014AE0530A83942763CC', 'geometry': {'points': [[613329.9998255242, 267326.99986138346]], 'spatialReference': {'wkid': 21781}}, 'bbox': [613329.9998255242, 267326.99986138346, 613329.9998255242, 267326.99986138346], 'attributes': {'accidentday_fr': 'samedi / 00h-01h / juillet 2016', 'severitycategorycode': 'USV', 'roadtype_de': 'Nebenstrasse', 'roadtype_fr': 'route secondaire', 'roadtype_it': 'Strada secondaria', 'severitycategory_it': 'Incidente con feriti gravi', 'accidentday_de': 'Samstag / 00h-01h / Juli 2016', 'accidentday_it': 'Sabato / 00h-01h / Luglio 2016', 'accidentyear': 2016, 'label': 'Frontalkollision', 'severitycategory_de': 'Unfall mit Schwerverletzten', 'canton': 'BS', 'accidenttypecode': 6, 'accidenttype_fr': 'collision frontale', 'accidenttype_de': 'Frontalkollision', 'accidenttype_it': 'Collisione frontale', 'fsocommunecode': '2701', 'roadtypecode': 433, 'severitycategory_fr': 'accident avec blessés graves'}, 'layerBodId': 'ch.astra.unfaelle-personenschaeden_fahrraeder', 'id': '39B9F3E73509014AE0530A83942763CC'}"
